.png,16
.sql,46
.wexproj,22
.wtproj,2
.csproj,198
.Defaults,26
.resx,42
.txt,2
.woff,3
.defaults,2
.props,8
.yml,44
.copyproj,9
.webproj,50
.cmd,2
.json,180
.tsx,236
.cs,1306
.ts,954
.inc,6
.ascx,2
.resjson,11
.ps1,6
.css,4
.targets,6
.xml,199
.proj,47
.scss,75
